Dependents,tenure,InternetService,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,DeviceProtection_No internet service,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingMovies_No internet service,Churn
0620-XEFWH,1,4,0,0,0,18.85,75.4,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6485-QXWWE,1,62,0,1,0,26.0,1612.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2761-OCIAX,0,2,2,0,1,74.7,149.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7321-VGNKU,0,2,2,0,1,70.35,140.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5327-CNLUQ,0,48,2,1,1,96.9,4651.200000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7552-KEYGT,0,27,0,1,0,19.55,527.85,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
5816-JMLGY,1,70,1,1,1,80.4,5628.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3068-OMWZA,0,1,2,0,1,88.8,88.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2927-QRRQV,0,46,2,2,1,94.65,4353.900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6032-KRXXO,0,30,2,0,1,90.25,2707.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7459-RRWQZ,0,15,1,0,1,64.65,969.7500000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6265-SXWBU,1,69,2,2,0,95.75,6606.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7941-RCJOW,0,65,0,1,1,19.55,1270.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6374-NTQLP,1,72,2,1,1,104.1,7495.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4154-AQUGT,0,13,2,0,1,89.05,1157.6499999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2387-KDZQY,0,17,0,2,1,20.1,341.70000000000005,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3584-WKTTW,0,51,2,2,1,111.55,5689.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3399-BMLVW,1,51,1,1,0,60.5,3085.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1971-DTCZB,0,72,1,1,1,90.95,6548.400000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3092-IGHWF,1,67,2,2,0,87.4,5855.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3374-PZLXD,0,34,0,0,0,19.7,669.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3813-DHBBB,0,67,1,1,1,50.95,3413.65,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2812-REYAT,0,49,0,2,1,20.05,982.45,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6518-PPLMZ,1,53,0,1,1,19.4,1028.1999999999998,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4939-KYYPY,0,27,1,0,0,59.45,1605.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8017-LXHFA,0,23,2,0,1,94.75,2179.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5930-GBIWP,0,69,1,1,1,81.5,5623.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6022-KOUQO,1,2,1,0,0,29.05,58.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6352-TWCAU,0,35,2,0,1,86.45,3025.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2361-UPSND,0,46,1,2,0,70.6,3247.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6035-RIIOM,0,54,2,1,1,97.2,5248.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2929-QNSRW,0,56,2,2,1,98.25,5502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1262-OPMFY,0,9,2,0,1,75.75,681.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9504-DSHWM,0,20,1,0,0,59.2,1184.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5035-BVCXS,0,11,2,0,1,75.9,834.9000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6267-DCFFZ,0,30,2,0,1,90.05,2701.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3533-UVMOM,0,68,1,1,0,70.95,4824.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2439-LYPMQ,0,38,2,0,1,102.6,3898.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4248-QPAVC,0,17,2,0,1,85.35,1450.9499999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1899-VXWXM,0,48,2,2,1,106.1,5092.799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1478-VPOAD,0,1,1,0,0,43.8,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9995-HOTOH,1,63,1,1,0,59.0,3717.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2988-PLAHS,0,3,1,2,1,69.95,209.85000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1371-OJCEK,0,48,0,2,0,24.35,1168.8000000000002,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4999-IEZLT,0,66,1,2,0,29.45,1943.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8883-ANODQ,1,68,2,1,1,84.4,5739.200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4690-LLKUA,0,17,1,0,1,45.05,765.8499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2351-RRBUE,1,7,0,2,0,20.65,144.54999999999998,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
5980-BDHPY,0,72,1,1,1,87.1,6271.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1498-DQNRX,0,29,0,0,0,19.85,575.6500000000001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9469-WEJBT,0,37,2,0,1,90.35,3342.95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3331-HQDTW,0,34,2,0,1,109.8,3733.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9490-DFPMD,0,42,2,0,1,84.65,3555.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2581-VKIRT,1,59,1,2,0,65.5,3864.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5442-XSDCW,1,11,2,0,1,79.5,874.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7426-WEIJX,1,60,2,0,1,80.95,4857.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2851-MMUTZ,0,27,1,0,1,56.15,1516.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3049-NDXFL,0,1,2,0,0,85.8,85.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8580-AECUZ,0,1,2,0,1,79.1,79.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3307-TLCUD,0,17,1,0,0,34.4,584.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6625-FLENO,0,58,0,1,0,20.75,1203.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2967-MXRAV,1,1,0,2,0,18.8,18.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7963-GQRMY,1,3,1,0,0,44.3,132.89999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8189-HBVRW,0,53,2,0,0,90.8,4812.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4163-KIUHY,0,35,0,0,1,25.6,896.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
1228-FZFRV,1,50,2,0,0,105.95,5297.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3500-NSDOA,1,68,1,1,0,70.8,4814.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1171-TYKUR,0,47,0,0,0,25.4,1193.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3761-FLYZI,0,65,2,0,1,108.8,7072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2058-DCJBE,0,5,2,0,1,69.75,348.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5364-XYIRR,0,51,2,0,1,94.65,4827.150000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4829-AUOAX,0,46,2,0,0,96.05,4418.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1219-NNDDO,0,9,2,0,1,76.85,691.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8388-DMKAE,0,8,0,1,0,20.25,162.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4403-BWPAY,0,14,0,2,1,24.8,347.2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9659-QEQSY,0,45,2,0,1,115.65,5204.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5405-ZMYXQ,0,8,2,0,1,74.6,596.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5047-LHVLY,1,1,1,0,1,50.15,50.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1442-OKRJE,1,66,2,2,1,103.15,6807.900000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4737-AQCPU,1,72,1,1,0,72.1,5191.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9158-VCTQB,0,41,2,0,1,113.6,4657.599999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2808-CHTDM,1,23,0,1,0,25.1,577.3000000000001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6311-UEUME,0,29,2,0,1,78.9,2288.1000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0793-TWELN,0,4,2,0,1,80.15,320.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3283-WCWXT,1,6,0,1,0,25.4,152.39999999999998,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
1060-ENTOF,0,67,2,2,1,105.4,7061.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0999-QXNSA,1,7,1,0,1,45.75,320.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5451-MHQOF,1,56,0,2,1,24.45,1369.2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4836-WNFNO,0,72,0,1,0,25.0,1800.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9225-BZLNZ,0,72,1,1,1,85.25,6138.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0354-VXMJC,1,23,0,1,0,19.6,450.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4422-QVIJA,1,35,1,0,0,50.15,1755.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9365-SRSZE,0,27,2,0,1,70.55,1904.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6839-ITVZJ,1,26,1,0,1,60.05,1561.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
8332-OSJDW,1,12,0,2,0,26.4,316.79999999999995,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4735-BJKOU,0,40,0,1,0,20.15,806.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0274-JKUJR,1,7,1,0,0,58.85,411.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5740-YHGTW,1,70,2,0,1,97.55,6828.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8917-SZTTJ,1,60,0,1,0,19.65,1179.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
1696-MZVAU,1,39,1,2,1,25.25,984.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7359-WWYJV,0,72,2,1,0,114.45,8240.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0375-HVGXO,0,1,1,0,1,34.7,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4906-ZHGPK,1,54,1,2,1,70.7,3817.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8593-WHYHV,0,3,2,0,1,85.3,255.89999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3795-GWTRD,1,63,1,1,0,75.55,4759.65,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1298-PHBTI,1,71,2,1,1,84.8,6020.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6223-DHJGV,0,42,0,2,1,20.65,867.3,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6961-MJKBO,0,47,0,1,0,20.45,961.15,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6097-EQISJ,1,66,2,2,1,102.45,6761.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4423-YLHDV,0,21,2,0,1,104.4,2192.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8158-WPEZG,0,11,1,0,1,35.65,392.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0107-YHINA,1,1,2,0,1,99.75,99.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4918-FYJNT,0,55,2,0,0,90.45,4974.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0727-BNRLG,0,69,2,1,1,97.65,6737.85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4854-CIDCF,0,3,2,0,0,73.85,221.54999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8640-SDGKB,0,4,1,0,1,74.4,297.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3280-MRDOF,0,30,1,1,1,69.1,2073.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6435-SRWBJ,0,5,2,0,1,82.75,413.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9964-WBQDJ,0,71,0,1,1,24.4,1732.3999999999999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6303-KFWSL,0,29,1,2,1,55.25,1602.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1702-CCFNJ,0,52,1,0,0,61.35,3190.2000000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8932-CZHRQ,0,68,1,2,0,76.75,5219.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0386-CWRGM,1,46,0,1,0,19.4,892.4,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
5515-RUGKN,0,8,1,0,1,54.75,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0404-AHASP,0,72,0,1,0,19.7,1418.3999999999999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7279-NMVJC,0,17,0,2,0,19.9,338.29999999999995,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2081-VEYEH,0,3,2,0,1,107.95,323.85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6407-UTSLV,0,2,2,0,1,83.8,167.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4116-TZAQJ,0,9,2,0,1,74.25,668.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9060-HJJRW,0,51,1,2,1,56.4,2876.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2587-YNLES,1,6,0,1,0,20.1,120.60000000000001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7398-SKNQZ,0,3,2,0,0,94.9,284.70000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5935-FCCNB,0,17,2,0,1,94.2,1601.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1958-RNRKS,0,30,1,0,0,49.9,1497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5136-RGMZO,0,31,1,0,1,71.05,2202.5499999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8345-MVDYC,0,45,1,1,0,81.65,3674.2500000000005,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8226-BXGES,0,64,2,2,0,89.45,5724.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3877-JRJIP,0,1,1,0,1,59.85,59.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8375-DKEBR,0,1,2,0,1,69.6,69.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9705-IOVQQ,1,61,2,2,0,99.0,6039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1015-OWJKI,0,1,0,0,0,19.05,19.05,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7511-YMXVQ,0,9,1,0,1,45.4,408.59999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2040-XBAVJ,1,72,2,1,0,114.45,8240.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
7551-JOHTI,0,1,0,0,0,19.5,19.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
8887-IPQNC,0,7,1,0,1,44.25,309.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8646-JCOMS,0,66,2,2,1,90.55,5976.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9804-ICWBG,0,1,2,0,1,69.9,69.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1222-KJNZD,1,40,0,0,1,20.4,816.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0106-GHRQR,0,16,1,0,1,71.4,1142.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5318-IXUZF,0,2,2,0,1,87.15,174.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3768-VHXQO,0,67,0,1,0,24.85,1664.95,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
8952-WCVCD,0,41,2,2,1,104.45,4282.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2418-TPEUN,1,56,0,1,1,19.8,1108.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3963-RYFNS,0,72,2,1,1,116.45,8384.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3198-VELRD,1,3,2,0,1,84.75,254.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8540-ZQGEA,0,54,0,1,0,20.05,1082.7,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
1320-REHCS,0,52,2,0,1,110.75,5759.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4137-JOPHL,0,50,2,1,1,89.7,4485.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9436-ZBZCT,0,14,2,0,1,89.95,1259.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
7801-CEDNV,0,27,1,2,0,48.7,1314.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2057-BOYKM,0,72,2,1,1,96.6,6955.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3658-QQJYD,0,62,1,2,1,74.3,4606.599999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1803-BGNBD,0,12,1,0,1,54.3,651.5999999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0134-XWXCE,0,44,1,2,0,74.85,3293.3999999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6950-TWMYB,1,54,2,1,1,79.95,4317.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5848-FHRFC,0,68,0,1,0,20.05,1363.4,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2243-FNMMI,0,20,0,0,0,19.4,388.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2511-MORQY,1,50,1,2,0,54.9,2745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5356-KZCKT,0,58,0,1,1,24.45,1418.1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9470-XCCEM,1,35,2,0,1,89.65,3137.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6519-CFDBX,0,2,1,0,1,45.4,90.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3902-MIVLE,1,63,1,1,0,75.7,4769.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0409-WTMPL,0,58,2,2,1,110.65,6417.700000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8763-KIAFH,1,27,0,2,1,20.55,554.85,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3669-WHAFY,0,71,2,1,1,115.15,8175.650000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3055-VTCGS,0,63,1,2,0,58.55,3688.6499999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3144-KMTWZ,0,71,2,0,1,93.25,6620.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7279-BUYWN,0,41,2,0,1,113.2,4641.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7156-MHUGY,0,13,2,0,1,90.5,1176.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7198-GLXTC,0,2,2,0,0,79.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2007-QVGAW,1,68,0,1,1,19.35,1315.8000000000002,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
5207-PLSTK,1,1,1,0,1,48.75,48.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2307-FYNNL,0,65,2,1,1,109.05,7088.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5605-XNWEN,0,72,0,1,1,25.0,1800.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2155-AMQRX,0,28,1,0,1,54.9,1537.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6181-AXXYF,1,72,0,1,0,24.75,1782.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
5091-HFAZW,0,2,2,0,1,91.15,182.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0516-VRYBW,1,18,0,2,0,20.15,362.7,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
2519-LBNQL,0,60,2,2,1,104.35,6261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8623-ULFNQ,0,26,1,0,1,66.05,1717.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8380-PEFPE,1,1,2,0,1,71.65,71.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5687-DKDTV,0,4,0,0,0,20.35,81.4,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
1568-LJSZU,1,68,1,1,1,92.2,6269.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
7530-HDYDS,0,38,2,0,1,84.25,3201.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
7789-HKSBS,0,42,2,2,1,105.2,4418.400000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7416-CKTEP,0,57,0,1,1,19.6,1117.2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2586-CWXVV,0,54,1,0,0,30.4,1641.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3096-IZETN,0,12,2,0,0,78.1,937.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2348-KCJLT,0,44,1,2,1,61.5,2706.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8401-EMUWF,1,42,1,0,1,69.4,2914.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4193-IBKSW,1,72,0,1,0,24.75,1782.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
5377-NDTOU,1,71,1,1,0,91.05,6464.55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5922-ABDVO,0,19,2,0,0,89.65,1703.3500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2474-LCNUE,0,23,1,0,1,73.65,1693.95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0839-QNXME,0,30,0,1,0,19.4,582.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3506-OVLKD,0,35,0,2,0,26.2,917.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9172-ANCRX,0,10,2,0,1,98.7,987.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6650-VJONK,0,1,1,0,1,43.85,43.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2178-PMGCJ,0,22,2,0,1,69.7,1533.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7492-TAFJD,1,7,1,1,0,38.55,269.84999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2773-MADBQ,0,36,1,1,1,53.1,1911.6000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6016-LVTJQ,1,34,0,0,0,20.65,702.0999999999999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7860-KSUGX,1,72,1,1,0,64.45,4640.400000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8966-KZXXA,1,36,0,1,0,25.1,903.6,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6910-HADCM,0,1,2,0,0,76.35,76.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4816-LXZYW,0,23,2,0,1,79.15,1820.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9606-PBKBQ,0,32,2,0,1,85.0,2720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5149-QYTTU,1,71,2,2,1,95.15,6755.650000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2070-XYMFH,0,23,2,0,1,79.35,1825.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2085-BOJKI,0,17,2,2,1,96.65,1643.0500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0817-HSUSE,0,1,1,0,1,75.5,75.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
