SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes
5146-CBVOE,0,0,0,16,2,0,0,2,75.1,1201.6,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0454-OKRCT,0,0,0,33,2,1,0,2,80.6,2659.7999999999997,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5787-KXGIY,0,1,0,72,0,1,0,3,19.3,1389.6000000000001,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4750-ZRXIU,1,0,0,4,2,0,1,1,84.6,338.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4198-VFOEA,0,0,0,12,1,2,1,0,33.6,403.20000000000005,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6630-UJZMY,1,1,0,4,2,0,1,1,83.25,333.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5709-LVOEQ,0,1,1,0,1,1,0,0,80.85,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6400-BWQKW,0,0,0,6,2,0,1,1,79.05,474.29999999999995,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2692-AQCPF,0,1,0,65,2,2,1,3,108.05,7023.25,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0347-UBKUZ,0,0,0,15,0,0,0,0,19.9,298.5,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0835-DUUIQ,0,0,1,24,0,2,0,2,21.05,505.20000000000005,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0811-GSDTP,0,0,1,13,1,0,0,1,30.15,391.95,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7567-ECMCM,0,0,0,24,2,0,1,3,79.85,1916.3999999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6115-ZTBFQ,0,1,0,72,1,1,0,2,65.5,4716.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6353-BRMMA,0,1,1,54,2,0,1,2,104.1,5621.4,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6680-WKXRZ,0,0,0,3,2,0,0,2,74.4,223.20000000000002,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6231-WFGFH,0,1,1,4,0,0,1,0,20.5,82.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9904-EHEVJ,1,1,1,32,2,0,1,0,91.35,2923.2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7028-DVOIQ,1,0,0,35,2,0,1,1,99.05,3466.75,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6169-PPETC,0,1,1,35,0,1,0,2,20.5,717.5,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4208-UFFGW,1,0,0,2,1,0,0,0,44.95,89.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8584-KMVXD,0,0,0,8,2,0,0,1,75.6,604.8,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8467-WYNSR,0,0,0,22,1,0,0,0,55.1,1212.2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0851-DFJKB,0,0,0,15,1,0,0,1,58.95,884.25,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5382-SOYZL,0,0,0,22,2,0,1,1,95.1,2092.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9448-REEVD,0,1,0,1,1,0,0,3,44.7,44.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3261-CQXOL,0,1,1,71,0,1,0,2,25.45,1806.95,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8388-FYNPZ,0,0,0,4,1,0,0,1,56.75,227.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4002-BQWPQ,0,0,0,25,1,0,0,2,81.75,2043.75,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
5651-YLPRD,0,1,1,32,2,0,1,1,86.1,2755.2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2826-DXLQO,1,1,0,7,1,0,0,2,29.8,208.6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4378-BZYFP,0,0,0,17,0,2,1,0,20.5,348.5,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9489-UTFKA,1,1,0,8,1,0,0,2,60.9,487.2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4849-PYRLQ,1,0,0,56,1,1,0,2,73.25,4102.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
9117-SHLZX,0,0,0,1,1,0,1,0,45.7,45.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9889-TMAHG,1,0,0,8,2,0,0,3,100.3,802.4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4541-RMRLG,0,0,0,7,0,0,0,1,19.25,134.75,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7764-BDPEE,0,0,1,3,0,0,0,0,20.85,62.550000000000004,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3429-IFLEM,0,0,0,71,1,1,0,3,77.35,5491.849999999999,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3158-MOERK,0,0,0,2,2,0,1,1,96.0,192.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7294-TMAOP,0,0,0,1,2,0,0,1,90.55,90.55,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5002-GCQFH,0,1,0,49,2,0,1,2,93.85,4598.65,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0556-FJEGU,0,0,0,58,1,1,0,2,70.1,4065.7999999999997,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
8919-FYFQZ,1,1,0,44,1,0,1,1,30.35,1335.4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0604-THJFP,0,1,1,59,1,1,1,3,75.95,4481.05,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2834-JRTUA,0,0,0,71,2,1,1,1,108.05,7671.55,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5875-YPQFJ,0,0,0,1,2,0,1,1,69.9,69.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5879-SESNB,0,0,0,11,2,0,0,1,75.25,827.75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6646-QVXLR,1,1,0,62,2,2,1,1,103.75,6432.5,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6461-PPAXN,0,1,1,35,1,2,1,2,54.95,1923.25,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3318-ISQFQ,0,0,0,20,0,0,1,2,19.5,390.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1106-HRLKZ,0,1,1,40,0,1,0,0,19.6,784.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2483-XSSMZ,0,0,0,39,1,2,1,1,47.85,1866.15,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8603-IJWDN,0,0,0,1,2,0,1,1,86.6,86.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8165-ZJRNM,0,1,1,72,0,1,0,2,23.75,1710.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9369-XFEHK,1,1,0,33,2,0,1,2,80.6,2659.7999999999997,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2604-XVDAM,0,0,0,12,1,0,0,2,43.8,525.5999999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3717-OFRTN,0,0,0,1,0,0,0,2,19.75,19.75,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9046-JBFWA,0,0,1,27,0,0,0,0,19.15,517.05,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3280-NMUVX,0,1,1,34,0,2,0,3,19.6,666.4000000000001,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1206-EHBDD,0,1,0,56,2,1,0,2,80.3,4496.8,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8361-LBRDI,0,0,0,58,0,1,0,3,24.35,1412.3000000000002,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4883-KCPZJ,0,1,1,22,0,1,0,3,25.25,555.5,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9108-EQPNQ,0,1,1,10,0,1,0,3,26.1,261.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7277-KAMWT,0,0,0,13,0,1,0,3,20.0,260.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3842-IYKUE,0,0,0,35,2,0,0,3,85.3,2985.5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6641-XRPSU,0,0,0,34,2,0,1,3,70.0,2380.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374-DMZUI,1,0,0,4,2,0,1,1,94.3,377.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2545-LXYVJ,0,1,0,72,0,1,0,2,20.7,1490.3999999999999,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3234-VKACU,0,0,0,2,1,0,0,1,70.3,140.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
8357-EQXFO,0,0,0,7,2,0,1,1,95.35,667.4499999999999,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1989-PRJHP,1,1,0,27,2,0,1,1,75.5,2038.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8120-JDCAM,0,1,1,4,2,0,1,0,69.55,278.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8917-FAEMR,0,0,0,37,0,1,0,0,19.85,734.45,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7047-YXDMZ,0,0,0,21,0,0,0,0,20.0,420.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2858-EIMXH,1,1,0,53,2,2,1,3,95.85,5080.049999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9524-EGPJC,0,0,0,18,2,0,1,1,90.1,1621.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6993-OHLXR,0,0,0,2,2,0,0,1,68.95,137.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8818-XYFCQ,0,1,1,32,2,0,1,3,99.55,3185.6,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6419-ZTTLE,1,1,0,23,0,2,1,1,20.75,477.25,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0929-HYQEW,0,0,0,3,1,0,1,0,50.15,150.45,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6614-YOLAC,0,1,1,71,1,1,0,0,58.65,4164.15,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
7426-RHZGU,0,0,0,9,2,0,1,2,95.9,863.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4065-JJAVA,0,0,0,1,1,0,0,1,49.5,49.5,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4695-VADHF,0,1,1,18,1,0,0,1,57.45,1034.1000000000001,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3863-IUBJR,0,1,1,12,1,2,0,3,53.65,643.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7649-SIJJF,0,1,0,71,1,1,1,0,80.1,5687.099999999999,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
9361-YNQWJ,0,0,0,64,0,2,1,2,24.4,1561.6,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3748-FVMZZ,0,0,0,4,1,0,1,1,40.05,160.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9391-TTOYH,0,0,0,23,0,0,1,0,19.5,448.5,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1452-XRSJV,0,1,1,39,1,0,0,3,51.05,1990.9499999999998,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3422-WJOYD,0,1,0,28,1,2,0,0,54.35,1521.8,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8242-SOQUO,1,0,0,5,2,0,1,1,84.7,423.5,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7460-ITWWP,1,1,0,45,2,0,1,1,86.1,3874.4999999999995,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7147-AYBAA,0,0,0,37,2,0,1,0,70.35,2602.95,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7868-TMWMZ,1,1,0,60,2,1,1,2,110.0,6600.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4822-RVYBB,1,0,0,8,2,0,1,1,100.6,804.8,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6732-FZUGP,0,0,0,47,2,2,0,3,94.9,4460.3,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8436-BJUMM,0,1,1,26,2,0,1,1,83.75,2177.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4184-TJFAN,1,1,1,3,2,0,1,0,88.3,264.9,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8329-GWVPJ,0,1,1,50,2,0,1,2,69.75,3487.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352-VHKAJ,0,1,1,27,1,0,0,2,71.6,1933.1999999999998,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4145-UQXUQ,1,0,0,8,2,0,1,1,92.1,736.8,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2632-TACXW,0,1,0,62,0,1,0,2,23.65,1466.3,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8146-QQKZH,0,1,0,71,1,1,0,2,81.85,5811.349999999999,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1767-CJKBA,0,0,0,66,0,1,0,0,25.1,1656.6000000000001,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6445-TNRXS,0,1,1,68,2,1,1,2,114.7,7799.6,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4581-LNWUM,0,0,0,13,1,0,0,1,49.15,638.9499999999999,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4869-EPIUS,0,1,0,56,2,2,1,1,80.9,4530.400000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9948-YPTDG,0,1,0,38,2,0,1,1,79.45,3019.1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236-WFCDV,1,0,0,14,2,0,0,3,90.45,1266.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1915-OAKWD,0,0,1,16,0,2,1,2,19.3,308.8,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7296-PIXQY,0,1,1,14,2,0,0,1,70.2,982.8000000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4883-QICIH,0,1,1,32,2,0,1,2,69.75,2232.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3354-OADJP,0,0,0,8,1,2,0,2,54.25,434.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3524-WQDSG,0,1,1,43,2,0,1,2,99.3,4269.9,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0810-DHDBD,0,0,0,52,1,2,0,3,74.0,3848.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4026-SKKHW,0,0,0,3,1,0,1,0,50.25,150.75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2829-HYVZP,0,0,0,29,0,2,1,0,19.8,574.2,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8329-IBCTI,0,0,0,1,0,0,0,0,19.65,19.65,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1271-SJBGZ,1,0,0,12,1,0,1,1,43.65,523.8,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3845-JHAMY,0,1,1,16,1,0,1,3,35.5,568.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7013-PSXHK,0,0,0,40,1,2,1,0,80.75,3230.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5669-SRAIP,0,0,0,5,1,0,0,1,39.5,197.5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5981-ITEMU,0,1,0,40,2,0,1,2,97.1,3884.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3486-NPGST,0,0,0,36,0,2,0,0,19.55,703.8000000000001,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6941-PMGEP,0,0,0,5,2,0,1,1,80.0,400.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1624-WOIWJ,0,0,0,10,2,0,1,0,84.7,847.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2074-GKOWZ,0,1,1,2,2,0,1,2,89.55,179.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0376-YMCJC,0,0,0,23,2,0,1,1,90.6,2083.7999999999997,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6100-FJZDG,0,1,1,26,0,2,1,2,20.05,521.3000000000001,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4829-ZLJTK,1,1,0,72,2,1,1,1,112.4,8092.8,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1730-VFMWO,0,1,0,34,1,0,0,2,50.2,1706.8000000000002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7143-BQIBA,0,0,0,10,1,0,0,2,62.25,622.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3800-LYTRK,0,0,0,14,1,2,0,0,55.7,779.8000000000001,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0634-SZPQA,0,0,0,23,2,0,1,2,90.05,2071.15,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9646-NMHXE,0,1,0,47,0,1,0,0,19.65,923.55,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7030-NJVDP,0,1,0,24,2,0,1,1,89.25,2142.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5536-RTPWK,0,1,0,49,2,0,1,2,99.05,4853.45,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8883-GRDWQ,1,0,0,20,1,2,0,0,54.0,1080.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6166-ILMNY,0,0,0,2,2,0,0,2,69.75,139.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3097-NNSPB,0,0,0,2,1,0,1,3,49.05,98.1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7771-ZONAT,0,0,0,22,1,1,0,2,56.75,1248.5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0655-RBDUG,0,0,0,7,2,0,1,2,98.05,686.35,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2111-DWYHN,0,0,0,1,0,0,0,0,21.1,21.1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4194-WHFCB,0,1,1,59,2,0,1,2,96.65,5702.35,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4121-AGSIN,0,1,1,58,0,2,1,3,24.5,1421.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4361-BKAXE,0,0,0,41,2,0,1,2,114.5,4694.5,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9845-PEEKO,1,0,0,59,2,1,1,3,79.2,4672.8,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0455-XFASS,0,1,1,3,2,0,1,1,69.55,208.64999999999998,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0301-KOBTQ,0,0,0,32,0,1,1,2,20.05,641.6,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1751-NCDLI,1,1,0,46,2,0,1,1,98.85,4547.099999999999,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4367-NUYAO,0,1,1,0,0,1,0,0,25.75,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9878-TNQGW,0,0,0,2,2,0,1,1,80.95,161.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9170-ARBTB,0,1,1,52,0,2,0,3,19.6,1019.2,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4441-NIHPT,1,0,0,13,2,0,1,1,74.3,965.9,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8999-BOHSE,1,0,0,11,2,0,0,2,89.7,986.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7241-AJHFS,0,0,0,32,2,0,0,2,87.65,2804.8,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7029-RPUAV,1,1,0,17,2,0,1,3,100.45,1707.65,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4546-FOKWR,0,0,0,16,2,0,1,3,74.75,1196.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9036-CSKBW,0,0,0,51,2,2,0,2,107.45,5479.95,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5832-TRLPB,0,0,0,29,1,2,1,2,75.35,2185.1499999999996,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
8590-YFFQO,0,1,0,70,1,1,0,3,64.95,4546.5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
