SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes
4001-TSBTV,0,1,1,58,2,0,1,1,91.55,5309.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7912-SYRQT,0,0,0,7,2,0,1,2,75.1,525.6999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4779-ZGICK,0,1,1,48,0,1,0,0,23.55,1130.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0670-ANMUU,0,0,0,71,2,2,0,3,97.65,6933.150000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8735-NBLWT,0,0,1,9,0,0,0,0,20.4,183.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8930-XOTDP,0,1,1,18,1,0,0,0,55.95,1007.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6380-ARCEH,0,0,0,1,0,0,0,0,20.2,20.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1167-OYZJF,1,1,0,67,0,1,1,2,20.05,1343.35,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1628-BIZYP,0,0,0,1,2,0,1,1,85.0,85.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6284-KMNUF,0,1,0,56,2,2,1,1,98.0,5488.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4676-WLUHT,0,0,0,54,1,1,0,2,46.2,2494.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2138-VFAPZ,0,1,1,14,0,1,1,0,19.7,275.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8648-PFRMP,1,0,0,14,1,0,1,1,46.35,648.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8097-VBQTZ,0,0,0,54,1,0,1,0,69.9,3774.6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6087-YPWHO,0,1,0,72,1,1,0,0,68.15,4906.8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8109-YUOHE,0,0,0,17,1,2,0,0,56.1,953.7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3807-XHCJH,0,1,1,1,0,0,0,1,20.0,20.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0524-IAVZO,0,1,0,30,2,0,1,1,85.0,2550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8957-THMOA,0,0,1,50,0,1,0,3,20.15,1007.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7521-YXVZY,0,0,1,3,0,0,0,0,19.95,59.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7077-XJMET,0,1,0,12,1,0,1,1,74.15,889.8000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9625-QSTYE,0,0,0,13,2,0,1,1,81.15,1054.95,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7924-GJZFI,1,1,0,25,2,0,1,1,69.3,1732.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2034-GDRCN,0,0,0,2,2,0,1,1,90.4,180.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4186-ZBUEW,0,0,0,36,1,2,1,0,70.7,2545.2000000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4026-SKKHW,0,0,0,3,1,0,1,0,50.25,150.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8548-AWOFC,0,1,0,66,1,0,0,1,63.85,4214.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0680-DFNNY,0,1,0,15,2,0,1,1,101.1,1516.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
7501-IWUNG,0,1,1,61,1,1,1,2,73.8,4501.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7176-WRTNX,0,0,0,70,2,1,1,2,114.95,8046.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
8450-UYIBU,1,0,0,35,1,0,1,1,39.85,1394.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1794-HBQTJ,0,0,0,1,1,0,1,3,48.6,48.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1862-QRWPE,0,1,1,48,0,1,0,2,20.65,991.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2996-XAUVF,0,0,0,70,1,1,1,0,40.05,2803.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7145-FEJWU,0,0,1,12,2,0,1,1,105.3,1263.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6710-HSJRD,0,1,0,61,2,0,1,1,114.1,6960.099999999999,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7530-HDYDS,0,0,0,38,2,0,1,3,84.25,3201.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8042-JVNFH,0,0,0,1,2,0,1,0,71.35,71.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5127-BZENZ,0,1,1,56,1,2,0,2,65.2,3651.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0876-WDUUZ,0,0,0,5,2,0,1,3,85.4,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0356-ERHVT,0,1,0,11,1,0,1,2,45.9,504.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9912-OMZDS,0,1,1,59,2,2,1,1,106.15,6262.85,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2275-RBYQS,0,0,0,1,1,0,1,0,45.4,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0917-EZOLA,1,1,0,72,2,1,1,2,104.15,7498.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2749-CTKAJ,0,1,1,22,0,2,0,0,20.15,443.3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5160-UXJED,0,0,1,17,1,2,0,0,44.6,758.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7244-QWYHG,0,1,0,50,1,2,1,2,44.45,2222.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4226-KKDON,0,0,0,8,1,0,1,1,66.65,533.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7018-FPXHH,0,1,1,56,1,1,1,2,59.8,3348.8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9897-KXHCM,0,1,1,3,2,0,1,1,80.3,240.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1222-KJNZD,0,1,1,40,0,0,1,2,20.4,816.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2452-KDRRH,1,0,0,67,2,0,1,3,101.4,6793.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6892-EZDTG,0,1,0,4,2,0,1,1,91.65,366.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6980-CDGFC,0,1,0,67,0,2,1,2,20.85,1396.95,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5071-FBJFS,0,1,1,4,1,0,0,1,50.3,201.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4018-PPNDW,0,1,1,61,0,1,1,0,24.1,1470.1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9066-QRSDU,0,1,0,69,0,2,1,1,26.3,1814.7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0318-ZOPWS,0,1,0,49,0,1,1,2,20.15,987.35,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0419-YAAPX,0,1,0,49,2,0,1,3,85.3,4179.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9786-IJYDL,0,0,0,35,2,1,1,0,113.2,3962.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4195-PNGZS,0,1,1,69,0,1,0,2,24.45,1687.05,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9372-TXXPS,0,1,0,60,1,1,0,2,59.85,3591.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7734-DBOAI,0,1,1,1,1,0,0,1,40.1,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2858-MOFSQ,0,0,1,17,1,2,1,0,55.85,949.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8180-AKMJV,0,0,0,1,1,0,1,3,44.55,44.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2690-DVRVK,0,1,1,5,0,2,0,1,20.55,102.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1790-NESIO,0,0,0,13,0,1,1,0,20.4,265.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8083-YTZES,0,0,0,4,2,0,1,1,74.35,297.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0661-KBKPA,0,1,1,53,1,2,1,0,78.75,4173.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4139-DETXS,0,1,1,72,1,1,0,2,64.45,4640.400000000001,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1395-WSWXR,0,0,0,24,0,1,0,0,20.75,498.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9546-KDTRB,0,0,0,19,0,0,0,2,24.7,469.3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4291-HPAXL,0,0,1,1,0,0,0,0,19.85,19.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6198-ZFIOJ,0,0,0,5,2,0,0,1,75.6,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7472-EQOAV,1,1,1,71,2,2,1,2,86.7,6155.7,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5997-OPVFA,0,1,0,72,1,1,1,2,89.05,6411.599999999999,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5236-XMZJY,0,0,0,42,1,0,0,2,59.65,2505.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3873-NFTGI,0,0,0,14,1,0,1,3,55.5,777.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8695-WDYEA,0,0,0,1,1,0,0,0,51.25,51.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4342-HENTK,1,0,0,2,2,0,1,1,70.65,141.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8580-QVLOC,1,1,1,72,1,1,0,3,92.45,6656.400000000001,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3143-JQEGI,0,1,1,13,2,0,0,1,88.35,1148.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4465-VDKIQ,0,0,0,18,2,0,0,1,77.8,1400.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0824-VWDPO,0,0,0,45,2,2,0,2,96.75,4353.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3162-KKZXO,1,0,0,55,2,2,1,1,100.15,5508.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8445-DNBAE,0,0,1,1,1,0,1,1,50.05,50.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2111-DWYHN,0,0,0,1,0,0,0,0,21.1,21.1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2662-NNTDK,0,0,0,65,0,2,0,3,24.8,1612.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7502-BNYGS,0,1,0,46,1,0,1,3,69.1,3178.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5372-FBKBN,0,0,1,21,0,0,0,0,20.75,435.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4597-NUCQV,1,0,0,24,2,0,1,1,101.25,2430.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0020-JDNXP,0,1,1,34,1,2,0,0,61.25,2082.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6599-GZWCM,0,0,0,13,2,2,1,0,74.65,970.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4342-HFXWS,0,1,1,48,1,2,0,2,69.7,3345.6000000000004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
5035-PGZXH,0,0,0,56,2,2,1,1,106.8,5980.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8216-AZUUZ,0,1,1,42,2,1,1,1,100.4,4216.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5542-DHSXL,0,1,0,4,1,0,0,0,54.7,218.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8498-XXGWA,0,1,0,65,1,0,1,0,55.15,3584.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6542-LWGXJ,0,1,0,3,1,0,0,0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6248-TKCQV,0,1,1,70,1,1,1,2,80.6,5642.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3068-OMWZA,1,0,0,1,2,0,1,1,88.8,88.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2430-RRYUW,0,0,0,66,1,2,1,0,54.8,3616.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8292-TYSPY,0,0,0,19,1,0,1,3,55.0,1045.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4589-IUAJB,0,1,0,70,0,1,0,2,24.25,1697.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5693-PIPCS,0,0,0,41,2,1,1,3,99.65,4085.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
7446-KQISO,0,1,1,45,2,1,1,2,109.75,4938.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0048-PIHNL,0,1,0,49,0,2,0,2,20.45,1002.05,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6284-AHOOQ,1,0,0,22,2,0,1,2,90.5,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2805-EDJPQ,0,1,1,56,2,2,1,3,99.75,5586.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
9103-TCIHJ,0,0,0,15,1,0,1,0,55.7,835.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9402-ROUMJ,0,1,1,67,2,2,1,2,100.25,6716.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
5562-BETPV,0,1,1,1,0,2,0,0,19.65,19.65,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3167-SNQPL,1,1,1,38,2,0,0,1,101.15,3843.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0810-DHDBD,0,0,0,52,1,2,0,3,74.0,3848.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1776-SPBWV,0,1,1,34,0,2,1,2,20.1,683.4000000000001,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9537-JALFH,0,1,1,69,0,1,0,2,19.9,1373.1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0702-PGIBZ,0,0,1,4,2,0,1,1,101.7,406.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3055-VTCGS,0,0,0,63,1,2,0,3,58.55,3688.65,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9548-LERKT,0,1,0,24,0,1,0,0,19.75,474.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6794-HKIAJ,0,0,0,62,2,0,0,2,90.7,5623.400000000001,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9531-NSBMR,0,0,0,36,0,2,1,2,19.25,693.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6368-NWMCE,0,0,0,38,1,0,0,3,68.15,2589.7000000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0643-OKLRP,1,1,0,47,2,0,0,1,80.35,3776.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9948-YPTDG,0,1,0,38,2,0,1,1,79.45,3019.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4879-GZLFH,0,1,1,42,2,0,1,1,92.15,3870.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8098-TDCBU,0,1,0,42,0,1,0,1,25.25,1060.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5122-CYFXA,0,0,0,3,1,0,1,1,75.3,225.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
9889-TMAHG,1,0,0,8,2,0,0,3,100.3,802.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
5357-TZHPP,1,0,0,9,2,0,1,3,84.4,759.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1474-JUWSM,0,1,0,58,1,2,1,1,68.4,3967.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8399-YNDCH,1,0,0,21,1,0,1,2,60.05,1261.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3847-BAERP,0,0,0,10,0,0,1,0,20.9,209.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9402-CXWPL,0,0,0,70,2,2,0,1,98.9,6923.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5049-MUBWG,0,0,0,26,1,2,0,2,75.0,1950.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4039-HEUNW,1,1,0,36,2,0,1,1,96.5,3474.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5803-NQJZO,0,1,0,72,1,1,1,2,67.8,4881.599999999999,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4116-TZAQJ,0,0,0,9,2,0,1,3,74.25,668.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9094-AZPHK,0,0,0,15,2,0,1,1,100.15,1502.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6121-TNHBO,1,0,0,63,1,2,0,2,83.0,5229.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1564-HJUVY,0,0,0,4,1,0,1,2,63.75,255.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7407-SUJIZ,0,0,0,25,0,0,0,0,20.6,515.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5468-BPMMO,0,1,0,46,0,0,0,1,19.6,901.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9168-INPSZ,1,1,0,44,2,0,0,1,104.15,4582.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
8942-DBMHZ,0,0,0,12,0,0,0,0,20.45,245.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8705-WZCYL,0,0,0,1,1,0,1,1,44.8,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0322-YINQP,0,0,0,1,1,0,1,0,48.55,48.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000-WCEVQ,1,0,0,20,1,0,1,0,61.6,1232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9739-JLPQJ,0,1,1,72,2,1,0,3,117.5,8460.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2794-XIMMO,0,1,0,53,1,2,1,1,60.45,3203.8500000000004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9565-AXSMR,0,1,1,52,0,1,0,0,19.2,998.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2880-FPNAE,1,1,0,2,2,0,1,1,74.2,148.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3316-UWXUY,0,0,0,50,2,0,1,3,93.5,4675.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9824-BEMCV,0,1,1,17,2,0,1,1,69.0,1173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3256-EZDBI,1,1,0,51,1,0,1,3,29.45,1501.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226-IENZN,1,0,0,16,2,0,1,1,78.75,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2823-LKABH,0,0,0,18,2,0,1,2,95.05,1710.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6161-ERDGD,0,1,1,71,1,2,0,1,85.45,6066.95,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2137-DQMEV,0,1,1,68,1,2,0,0,44.8,3046.4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2424-WVHPL,1,0,0,1,2,0,0,1,74.7,74.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9945-PSVIP,0,1,1,25,0,1,1,0,18.7,467.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2840-XANRC,1,1,0,24,2,0,1,1,93.15,2235.6000000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8008-HAWED,0,0,0,14,1,0,1,1,50.75,710.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0412-UCCNP,0,0,0,55,1,1,1,1,59.2,3256.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6402-SSEJG,0,0,0,25,1,2,0,1,61.05,1526.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8049-WJCLQ,0,1,1,10,1,0,0,0,60.2,602.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2830-LEWOA,0,1,1,61,2,2,0,3,103.9,6337.900000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9780-FKVVF,0,0,0,6,1,0,1,2,59.15,354.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5014-GSOUQ,0,0,0,13,0,1,0,0,19.95,259.35,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
