tenure,InternetService,Contract,TotalCharges,OnlineSecurity_No internet service,OnlineBackup_No internet service,DeviceProtection_No internet service,TechSupport_No internet service,StreamingTV_No internet service,StreamingMovies_No internet service,Churn
5103-MHMHY,1,1,0,45.95,0.0,0.0,0.0,0.0,0.0,0.0,1
7989-AWGEH,49,1,0,1920.8000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0
4373-VVHQL,1,1,0,44.75,0.0,0.0,0.0,0.0,0.0,0.0,0
4559-UWIHT,14,2,0,1157.1000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
7268-IGMFD,18,2,0,1690.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1846-XWOQN,1,2,0,70.15,0.0,0.0,0.0,0.0,0.0,0.0,1
0235-KGSLC,1,2,0,85.55,0.0,0.0,0.0,0.0,0.0,0.0,1
6650-BWFRT,72,2,1,8434.800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
9570-KYEUA,64,2,1,6352.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6993-YGFJV,69,2,1,7765.95,0.0,0.0,0.0,0.0,0.0,0.0,0
2712-SYWAY,1,0,0,25.7,1.0,1.0,1.0,1.0,1.0,1.0,0
0730-BGQGF,71,1,1,6411.3,0.0,0.0,0.0,0.0,0.0,0.0,0
5498-IBWPI,66,1,2,3260.4,0.0,0.0,0.0,0.0,0.0,0.0,0
9101-NTIXF,2,0,0,38.8,1.0,1.0,1.0,1.0,1.0,1.0,0
0013-SMEOE,71,2,1,7788.7,0.0,0.0,0.0,0.0,0.0,0.0,0
9314-QDMDW,11,1,2,673.75,0.0,0.0,0.0,0.0,0.0,0.0,0
9308-ANMVE,47,1,0,2599.1,0.0,0.0,0.0,0.0,0.0,0.0,0
2884-GBPFB,35,2,0,2460.5,0.0,0.0,0.0,0.0,0.0,0.0,1
3757-NJYBX,32,2,0,3403.2,0.0,0.0,0.0,0.0,0.0,0.0,1
3413-DHLPB,60,2,0,6225.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7649-PHJVR,11,0,2,214.5,1.0,1.0,1.0,1.0,1.0,1.0,0
6114-TCFID,29,1,2,1145.5,0.0,0.0,0.0,0.0,0.0,0.0,0
3787-TRIAL,21,1,0,547.0500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
2573-GYRUU,48,2,0,4370.4,0.0,0.0,0.0,0.0,0.0,0.0,0
5156-UMKOW,3,1,0,88.94999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
1247-QBVSH,43,1,0,2158.6,0.0,0.0,0.0,0.0,0.0,0.0,0
6734-GMPVK,5,2,0,526.5,0.0,0.0,0.0,0.0,0.0,0.0,0
9822-OAOVB,1,1,0,55.45,0.0,0.0,0.0,0.0,0.0,0.0,0
6161-ERDGD,71,1,2,6066.95,0.0,0.0,0.0,0.0,0.0,0.0,0
1226-JZNKR,8,0,2,158.4,1.0,1.0,1.0,1.0,1.0,1.0,0
7318-EIVKO,8,1,0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3771-PZOBW,20,2,0,1814.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5136-KCKGI,33,2,2,3422.1,0.0,0.0,0.0,0.0,0.0,0.0,1
8231-BSWXX,71,2,2,5612.55,0.0,0.0,0.0,0.0,0.0,0.0,0
6486-LHTMA,31,2,2,2811.7000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
4083-BFNYK,38,2,2,3610.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3722-WPXTK,1,2,0,88.35,0.0,0.0,0.0,0.0,0.0,0.0,1
7389-KBFIT,2,1,0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0
7176-WIONM,12,1,0,598.2,0.0,0.0,0.0,0.0,0.0,0.0,0
5141-ZUVBH,9,2,0,837.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1089-HDMKP,11,1,0,600.05,0.0,0.0,0.0,0.0,0.0,0.0,0
7623-HKYRK,6,0,0,118.19999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0
0310-SUCIN,71,1,2,6020.8,0.0,0.0,0.0,0.0,0.0,0.0,0
5197-PYEPU,42,2,2,3966.9,0.0,0.0,0.0,0.0,0.0,0.0,0
2929-ERCFZ,8,2,0,753.6,0.0,0.0,0.0,0.0,0.0,0.0,1
7548-SEPYI,5,2,0,481.25,0.0,0.0,0.0,0.0,0.0,0.0,1
8835-VSDSE,2,2,0,141.4,0.0,0.0,0.0,0.0,0.0,0.0,1
6619-RPLQZ,45,0,1,938.2500000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
3275-RHRNE,28,1,2,1680.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3503-TYDAY,43,2,0,3459.35,0.0,0.0,0.0,0.0,0.0,0.0,0
6901-GOGZG,60,1,1,5097.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1623-NLDOT,42,1,2,1409.1,0.0,0.0,0.0,0.0,0.0,0.0,1
7021-XSNYE,7,1,1,347.55,0.0,0.0,0.0,0.0,0.0,0.0,0
9621-OUPYD,25,0,2,505.0,1.0,1.0,1.0,1.0,1.0,1.0,0
9898-KZQDZ,40,2,0,3782.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8982-NHAVY,27,2,2,2713.5,0.0,0.0,0.0,0.0,0.0,0.0,0
4307-KWMXE,10,1,0,357.5,0.0,0.0,0.0,0.0,0.0,0.0,0
0141-YEAYS,27,2,0,2334.15,0.0,0.0,0.0,0.0,0.0,0.0,0
2450-ZKEED,11,1,2,591.8,0.0,0.0,0.0,0.0,0.0,0.0,0
3694-DELSO,4,1,0,154.2,0.0,0.0,0.0,0.0,0.0,0.0,0
3893-JRNFS,68,1,0,2713.2,0.0,0.0,0.0,0.0,0.0,0.0,0
9603-OAIHC,1,2,0,70.05,0.0,0.0,0.0,0.0,0.0,0.0,0
1133-KXCGE,18,0,2,361.8,1.0,1.0,1.0,1.0,1.0,1.0,0
5236-PERKL,57,2,1,6438.150000000001,0.0,0.0,0.0,0.0,0.0,0.0,1
0142-GVYSN,26,0,0,527.8000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
1049-FYSYG,17,1,0,606.05,0.0,0.0,0.0,0.0,0.0,0.0,0
7854-FOKSF,1,1,0,35.9,0.0,0.0,0.0,0.0,0.0,0.0,1
2519-FAKOD,38,2,0,3771.5,0.0,0.0,0.0,0.0,0.0,0.0,1
8406-LNMHF,59,2,2,4894.05,0.0,0.0,0.0,0.0,0.0,0.0,0
1821-BUCWY,30,1,1,1669.5,0.0,0.0,0.0,0.0,0.0,0.0,0
8263-JQAIK,2,1,0,48.9,0.0,0.0,0.0,0.0,0.0,0.0,1
0023-UYUPN,50,0,2,1260.0,1.0,1.0,1.0,1.0,1.0,1.0,0
8314-DPQHL,9,1,2,457.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1465-WCZVT,3,0,0,58.949999999999996,1.0,1.0,1.0,1.0,1.0,1.0,0
9481-SFCQY,14,1,0,837.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
6360-SVNWV,31,2,0,2280.0499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
0567-GGCAC,7,1,0,429.8,0.0,0.0,0.0,0.0,0.0,0.0,0
7089-IVVAZ,8,2,0,826.8,0.0,0.0,0.0,0.0,0.0,0.0,1
8884-MRNSU,17,0,2,338.29999999999995,1.0,1.0,1.0,1.0,1.0,1.0,0
2171-UDMFD,32,0,0,622.4,1.0,1.0,1.0,1.0,1.0,1.0,0
9050-IKDZA,2,2,0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2205-YMZZJ,7,2,0,593.6,0.0,0.0,0.0,0.0,0.0,0.0,1
9802-CAQUT,72,2,1,7887.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
1254-IZEYF,31,2,0,3098.4500000000003,0.0,0.0,0.0,0.0,0.0,0.0,1
0187-WZNAB,27,2,0,2008.8000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0
9492-TOKRI,18,2,0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1475-VWVDO,7,2,0,524.3000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
9221-OTIVJ,14,2,0,1467.8999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
1357-MVDOZ,11,1,0,656.15,0.0,0.0,0.0,0.0,0.0,0.0,0
7602-MVRMB,72,2,1,7952.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
3325-FUYCG,28,2,2,2970.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,1
5908-QMGOE,15,2,0,1113.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1197-BVMVG,4,2,0,297.8,0.0,0.0,0.0,0.0,0.0,0.0,0
5406-KGRMX,71,0,1,1743.05,1.0,1.0,1.0,1.0,1.0,1.0,0
8481-YYXWG,5,2,0,446.75,0.0,0.0,0.0,0.0,0.0,0.0,1
5968-HYJRZ,47,0,1,1153.8500000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
5198-EFNBM,57,2,2,5167.05,0.0,0.0,0.0,0.0,0.0,0.0,0
7516-GMHUV,50,2,1,5252.5,0.0,0.0,0.0,0.0,0.0,0.0,0
7140-ADSMJ,8,0,0,163.6,1.0,1.0,1.0,1.0,1.0,1.0,0
2230-XTUWL,48,0,1,938.4000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
7706-YLMQA,70,0,2,1379.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2585-KTFRE,1,1,0,70.45,0.0,0.0,0.0,0.0,0.0,0.0,0
7994-UYIVZ,8,2,0,685.2,0.0,0.0,0.0,0.0,0.0,0.0,0
2609-IAICY,1,2,0,77.15,0.0,0.0,0.0,0.0,0.0,0.0,1
1740-CSDJP,1,1,0,35.25,0.0,0.0,0.0,0.0,0.0,0.0,1
7717-BICXI,60,0,1,1233.0,1.0,1.0,1.0,1.0,1.0,1.0,0
6559-RAKOZ,49,2,2,4799.55,0.0,0.0,0.0,0.0,0.0,0.0,0
2636-OHFMN,4,1,0,194.2,0.0,0.0,0.0,0.0,0.0,0.0,1
4716-MRVEN,29,0,2,580.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2143-LJULT,67,0,1,1691.75,1.0,1.0,1.0,1.0,1.0,1.0,0
1323-OOEPC,53,2,0,5215.200000000001,0.0,0.0,0.0,0.0,0.0,0.0,1
3200-MNQTF,67,1,1,4750.3,0.0,0.0,0.0,0.0,0.0,0.0,0
6164-HXUGH,6,0,0,119.10000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
5630-IXDXV,47,2,0,4998.45,0.0,0.0,0.0,0.0,0.0,0.0,0
0320-DWVTU,53,2,1,5273.5,0.0,0.0,0.0,0.0,0.0,0.0,0
9135-MGVPY,69,1,1,5844.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1212-GLHMD,3,2,0,258.15,0.0,0.0,0.0,0.0,0.0,0.0,0
7878-JGDKK,4,1,0,178.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1088-AUUZZ,56,1,1,4247.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
0397-GZBBC,59,2,0,5537.15,0.0,0.0,0.0,0.0,0.0,0.0,1
6614-YWYSC,61,0,1,1525.0,1.0,1.0,1.0,1.0,1.0,1.0,0
9588-OZDMQ,2,1,0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7641-EUYET,46,2,0,4632.2,0.0,0.0,0.0,0.0,0.0,0.0,1
6476-EPYZR,12,0,0,246.0,1.0,1.0,1.0,1.0,1.0,1.0,0
9921-ZVRHG,14,2,0,1126.3,0.0,0.0,0.0,0.0,0.0,0.0,1
1174-FGIFN,28,2,2,2532.6,0.0,0.0,0.0,0.0,0.0,0.0,0
6620-HVDUJ,24,1,0,1450.8000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0
4701-MLJPN,31,1,0,1712.75,0.0,0.0,0.0,0.0,0.0,0.0,1
1032-MAELW,68,1,2,5334.6,0.0,0.0,0.0,0.0,0.0,0.0,0
7641-TQFHN,39,2,1,3921.45,0.0,0.0,0.0,0.0,0.0,0.0,0
1552-TKMXS,42,0,0,854.7,1.0,1.0,1.0,1.0,1.0,1.0,0
9206-GVPEQ,13,1,0,707.85,0.0,0.0,0.0,0.0,0.0,0.0,1
8622-ZLFKO,6,2,0,544.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1596-BBVTG,35,2,0,2637.25,0.0,0.0,0.0,0.0,0.0,0.0,1
6188-UXBBR,38,0,2,769.5,1.0,1.0,1.0,1.0,1.0,1.0,0
2333-KWEWW,18,0,1,360.90000000000003,1.0,1.0,1.0,1.0,1.0,1.0,0
5702-SKUOB,4,0,0,78.4,1.0,1.0,1.0,1.0,1.0,1.0,0
1134-YWTYF,27,1,0,1452.6,0.0,0.0,0.0,0.0,0.0,0.0,0
6061-GWWAV,41,1,2,2878.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
0679-TDGAK,50,1,2,3775.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6585-WCEWR,72,0,1,1465.2,1.0,1.0,1.0,1.0,1.0,1.0,0
9067-YGSCA,70,0,2,1823.5,1.0,1.0,1.0,1.0,1.0,1.0,0
9067-SQTNS,44,0,2,906.4000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
8433-WXGNA,2,2,0,151.4,0.0,0.0,0.0,0.0,0.0,0.0,1
1776-SPBWV,34,0,2,683.4000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
8735-SDUFN,72,0,1,1749.6000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
9668-PUGNU,71,0,1,1739.5,1.0,1.0,1.0,1.0,1.0,1.0,0
9405-GPBBG,64,2,1,7072.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1926-QUZNN,72,0,1,1818.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3707-GNWHM,1,2,0,74.25,0.0,0.0,0.0,0.0,0.0,0.0,1
7016-NVRIC,29,2,2,2612.8999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0
5829-NVSQN,23,1,2,1581.25,0.0,0.0,0.0,0.0,0.0,0.0,0
9565-AXSMR,52,0,1,998.4,1.0,1.0,1.0,1.0,1.0,1.0,0
8922-LIEGH,25,2,0,2242.5,0.0,0.0,0.0,0.0,0.0,0.0,1
8869-LIHMK,64,2,1,7366.4,0.0,0.0,0.0,0.0,0.0,0.0,0
8245-UMPYT,16,2,0,1542.4,0.0,0.0,0.0,0.0,0.0,0.0,1
5186-SAMNZ,1,2,0,69.5,0.0,0.0,0.0,0.0,0.0,0.0,1
0447-RXSGD,24,2,0,2391.6000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0
4927-WWOOZ,2,2,0,182.9,0.0,0.0,0.0,0.0,0.0,0.0,0
5788-YPOEG,34,1,1,2881.5,0.0,0.0,0.0,0.0,0.0,0.0,0
5373-SFODM,36,2,0,3069.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0661-KBKPA,53,1,2,4173.75,0.0,0.0,0.0,0.0,0.0,0.0,0
9081-WWXKP,47,0,1,951.75,1.0,1.0,1.0,1.0,1.0,1.0,0
0784-ZQJZX,72,0,1,1432.8,1.0,1.0,1.0,1.0,1.0,1.0,0
3133-PZNSR,72,2,1,7038.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5766-ZJYBB,1,0,0,19.4,1.0,1.0,1.0,1.0,1.0,1.0,1
8931-GJJIQ,9,2,0,749.6999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
4277-PVRAN,8,2,0,640.8,0.0,0.0,0.0,0.0,0.0,0.0,1
0022-TCJCI,45,1,2,2821.5,0.0,0.0,0.0,0.0,0.0,0.0,1
0722-SVSFK,7,2,0,702.8000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
3612-YVGSJ,71,0,1,1735.95,1.0,1.0,1.0,1.0,1.0,1.0,0
9825-YCXWZ,41,2,2,4145.099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
5397-NSKQG,67,1,1,3410.2999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
8565-HBFNN,69,2,2,7396.8,0.0,0.0,0.0,0.0,0.0,0.0,0
2000-DHJUY,70,1,1,6454.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0203-HHYIJ,25,0,2,632.5,1.0,1.0,1.0,1.0,1.0,1.0,1
8670-ERCJH,72,2,1,8164.8,0.0,0.0,0.0,0.0,0.0,0.0,0
7758-UJWYS,34,1,1,1378.6999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-ONYDQ,65,0,1,1690.0,1.0,1.0,1.0,1.0,1.0,1.0,0
7055-JCGNI,70,2,1,7836.5,0.0,0.0,0.0,0.0,0.0,0.0,0
0739-UUAJR,72,1,1,3873.6,0.0,0.0,0.0,0.0,0.0,0.0,0
4826-DXMUP,35,1,2,2523.5,0.0,0.0,0.0,0.0,0.0,0.0,0
0952-KMEEH,13,2,0,1275.95,0.0,0.0,0.0,0.0,0.0,0.0,1
7285-KLOTR,12,1,2,946.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
0654-PQKDW,62,1,2,4386.5,0.0,0.0,0.0,0.0,0.0,0.0,0
7175-NTIXE,25,1,0,1903.7500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0
7963-SHNDT,52,1,1,2033.2,0.0,0.0,0.0,0.0,0.0,0.0,0
9796-BPKIW,8,2,0,559.6,0.0,0.0,0.0,0.0,0.0,0.0,0
0188-GWFLE,2,0,0,40.1,1.0,1.0,1.0,1.0,1.0,1.0,0
8129-GMVGI,56,0,1,1122.8,1.0,1.0,1.0,1.0,1.0,1.0,0
2882-DDZPG,12,0,0,233.39999999999998,1.0,1.0,1.0,1.0,1.0,1.0,0
3547-LQRIK,47,0,2,1264.3,1.0,1.0,1.0,1.0,1.0,1.0,0
9137-NOQKA,2,0,0,38.4,1.0,1.0,1.0,1.0,1.0,1.0,0
5843-TTHGI,18,1,0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1849-RJYIG,8,1,0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8868-GAGIO,45,2,0,3804.75,0.0,0.0,0.0,0.0,0.0,0.0,0
4061-UKJWL,3,1,0,136.35000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0
5380-XPJNZ,38,0,2,761.9,1.0,1.0,1.0,1.0,1.0,1.0,0
8263-QMNTJ,72,2,1,8319.6,0.0,0.0,0.0,0.0,0.0,0.0,0
8178-EYZUO,46,2,0,4310.2,0.0,0.0,0.0,0.0,0.0,0.0,1
3230-JCNZS,71,2,1,7029.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0277-ORXQS,66,1,1,3336.2999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
5130-IEKQT,25,2,0,2648.75,0.0,0.0,0.0,0.0,0.0,0.0,1
3230-WYKIR,18,1,2,1476.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7996-BPXHY,13,0,1,325.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3227-WLKLI,65,1,1,5950.75,0.0,0.0,0.0,0.0,0.0,0.0,0
0407-BDJKB,60,2,0,5745.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2266-FUBDZ,15,0,1,290.25,1.0,1.0,1.0,1.0,1.0,1.0,0
8237-ULIXL,72,0,1,1789.2,1.0,1.0,1.0,1.0,1.0,1.0,0
9600-UDOPK,30,2,0,2821.5,0.0,0.0,0.0,0.0,0.0,0.0,1
8216-AZUUZ,42,2,1,4216.8,0.0,0.0,0.0,0.0,0.0,0.0,0
9153-BTBVV,71,0,1,1775.0,1.0,1.0,1.0,1.0,1.0,1.0,0
4074-SJFFA,1,1,0,54.75,0.0,0.0,0.0,0.0,0.0,0.0,1
3269-ATYWD,39,2,0,3730.3500000000004,0.0,0.0,0.0,0.0,0.0,0.0,1
5186-PEIZU,35,0,0,673.75,1.0,1.0,1.0,1.0,1.0,1.0,0
1074-AMIOH,53,2,0,5737.25,0.0,0.0,0.0,0.0,0.0,0.0,0
4910-GMJOT,1,2,0,94.6,0.0,0.0,0.0,0.0,0.0,0.0,1
0354-WYROK,31,2,0,3065.9,0.0,0.0,0.0,0.0,0.0,0.0,1
4361-FEBGN,48,0,1,967.1999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0
7748-UMTRK,30,2,0,3039.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0380-ZCSBI,10,0,0,200.0,1.0,1.0,1.0,1.0,1.0,1.0,0
7145-FEJWU,12,2,0,1263.6,0.0,0.0,0.0,0.0,0.0,0.0,0
6463-MVYRY,57,1,1,3981.45,0.0,0.0,0.0,0.0,0.0,0.0,0
3969-JQABI,58,1,0,3784.5,0.0,0.0,0.0,0.0,0.0,0.0,0
9624-EGDEQ,37,0,1,732.6,1.0,1.0,1.0,1.0,1.0,1.0,0
1051-EQPZR,44,0,0,862.4000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
5849-ASHZJ,27,0,2,541.35,1.0,1.0,1.0,1.0,1.0,1.0,0
5780-INQIK,8,1,0,395.2,0.0,0.0,0.0,0.0,0.0,0.0,0
7576-OYWBN,3,2,0,228.14999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1
4526-ZJJTM,25,2,0,2210.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8384-FZBJK,57,2,0,5734.2,0.0,0.0,0.0,0.0,0.0,0.0,0
3750-RNQKR,12,0,0,233.39999999999998,1.0,1.0,1.0,1.0,1.0,1.0,0
0962-CQPWQ,62,0,1,1258.6000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
3096-YXENJ,65,2,1,6997.25,0.0,0.0,0.0,0.0,0.0,0.0,0
1265-BCFEO,71,1,1,5711.95,0.0,0.0,0.0,0.0,0.0,0.0,0
5837-LXSDN,21,1,2,1235.8500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
5945-AZYHT,71,2,2,7781.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
8325-QRPZR,7,2,0,526.0500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
6384-VMJHP,72,1,1,5256.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2262-SLNVK,1,2,0,70.1,0.0,0.0,0.0,0.0,0.0,0.0,0
7730-CLDSV,72,2,1,7102.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1135-HIORI,64,2,2,7132.8,0.0,0.0,0.0,0.0,0.0,0.0,0
0164-APGRB,72,2,1,8272.800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
6481-ESCNL,29,2,0,2915.95,0.0,0.0,0.0,0.0,0.0,0.0,0
1790-NESIO,13,0,1,265.2,1.0,1.0,1.0,1.0,1.0,1.0,0
1550-EENBN,31,2,0,3234.85,0.0,0.0,0.0,0.0,0.0,0.0,0
5539-TMZLF,1,2,0,69.75,0.0,0.0,0.0,0.0,0.0,0.0,1
4323-SADQS,7,1,0,241.5,0.0,0.0,0.0,0.0,0.0,0.0,1
4446-BZKHU,61,2,0,6438.55,0.0,0.0,0.0,0.0,0.0,0.0,1
5202-IVJNU,39,1,0,1173.9,0.0,0.0,0.0,0.0,0.0,0.0,1
5976-JCJRH,10,2,0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8198-RKSZG,14,1,0,1126.3,0.0,0.0,0.0,0.0,0.0,0.0,0
0137-OCGAB,1,2,0,80.2,0.0,0.0,0.0,0.0,0.0,0.0,1
3351-NQLDI,67,2,2,6321.45,0.0,0.0,0.0,0.0,0.0,0.0,1
9297-EONCV,72,1,1,6577.2,0.0,0.0,0.0,0.0,0.0,0.0,0
7593-JNWRU,6,1,0,267.6,0.0,0.0,0.0,0.0,0.0,0.0,1
4588-YBNIB,1,0,0,19.6,1.0,1.0,1.0,1.0,1.0,1.0,1
1069-QJOEE,25,0,2,497.49999999999994,1.0,1.0,1.0,1.0,1.0,1.0,0
3336-JORSO,33,2,0,3644.85,0.0,0.0,0.0,0.0,0.0,0.0,1
7799-DSEWS,18,1,0,1230.3,0.0,0.0,0.0,0.0,0.0,0.0,0
8766-PAFNE,71,1,1,5616.099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
5315-CKEQK,28,1,2,1428.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3130-ICDUP,2,2,0,161.1,0.0,0.0,0.0,0.0,0.0,0.0,0
0820-FNRNX,17,1,0,1133.9,0.0,0.0,0.0,0.0,0.0,0.0,0
0880-FVFWF,56,2,0,4838.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
4611-ANLQC,60,1,2,3003.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4213-HKBJO,33,0,1,848.1,1.0,1.0,1.0,1.0,1.0,1.0,0
2792-LSHWX,1,2,0,83.4,0.0,0.0,0.0,0.0,0.0,0.0,0
5028-GZLDO,2,2,0,141.4,0.0,0.0,0.0,0.0,0.0,0.0,1
0014-BMAQU,63,2,1,5332.950000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
6861-XWTWQ,7,2,0,694.75,0.0,0.0,0.0,0.0,0.0,0.0,1
9018-PCIOK,55,1,1,3561.25,0.0,0.0,0.0,0.0,0.0,0.0,0
4837-QUSFT,65,2,2,6509.75,0.0,0.0,0.0,0.0,0.0,0.0,0
6877-TJMBR,1,2,0,84.8,0.0,0.0,0.0,0.0,0.0,0.0,1
9953-ZMKSM,63,0,1,1590.75,1.0,1.0,1.0,1.0,1.0,1.0,0
0907-HQNTS,70,2,1,7910.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7665-NKLAV,36,1,1,1463.3999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
6769-DCQLI,52,2,2,5460.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2433-KMEAS,22,1,0,1197.9,0.0,0.0,0.0,0.0,0.0,0.0,1
4391-LNRXK,22,2,0,2088.9,0.0,0.0,0.0,0.0,0.0,0.0,0
8250-ZNGGW,5,1,0,299.5,0.0,0.0,0.0,0.0,0.0,0.0,0
2195-ZRVAX,47,2,0,4009.1,0.0,0.0,0.0,0.0,0.0,0.0,1
3550-SAHFP,33,2,0,2750.5499999999997,0.0,0.0,0.0,0.0,0.0,0.0,1
2011-TRQYE,18,1,0,603.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8562-GHPPI,1,0,0,19.8,1.0,1.0,1.0,1.0,1.0,1.0,0
5893-PYOLZ,56,1,1,4580.8,0.0,0.0,0.0,0.0,0.0,0.0,0
4986-MXSFP,2,0,0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,0
6131-FOYAS,35,1,0,2086.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3027-YNWZU,64,0,1,1600.0,1.0,1.0,1.0,1.0,1.0,1.0,0
5609-IMCGG,15,2,0,1265.25,0.0,0.0,0.0,0.0,0.0,0.0,0
4873-ILOLJ,24,2,0,2168.3999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1
4727-MCYZG,1,1,0,55.55,0.0,0.0,0.0,0.0,0.0,0.0,0
9481-WHGWY,70,1,1,5274.5,0.0,0.0,0.0,0.0,0.0,0.0,0
2725-KXXWT,1,2,0,90.75,0.0,0.0,0.0,0.0,0.0,0.0,1
9565-DJPIB,4,2,0,358.4,0.0,0.0,0.0,0.0,0.0,0.0,1
4328-VUFWD,39,1,2,2312.7,0.0,0.0,0.0,0.0,0.0,0.0,0
3301-LSLWQ,29,1,0,1916.8999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
7473-ZBDSN,14,0,1,263.2,1.0,1.0,1.0,1.0,1.0,1.0,0
3166-PNEOF,61,1,1,5273.45,0.0,0.0,0.0,0.0,0.0,0.0,0
